index,speaker,file,rec_date,word,time,word_duration,c1_duration,vowel_duration,closure_duration,rvot,c2_duration,v2_duration,sentence_duration,v_onset,v_offset
1,it02,it02-001,12/12/2016 14:42:09,pugu,1.709932,389.9999999999999,110.0000000000001,89.93497451804645,--undefined--,--undefined--,--undefined--,109.99999999999987,1.635011,1.819932,1.9098669745180465
2,it02,it02-002,12/12/2016 14:42:18,butu,4.714966,439.9999999999995,126.32058337468699,134.65477621908573,--undefined--,--undefined--,--undefined--,89.99999999999986,1.6649890000000003,0.9287242250980432,1.063379001317129
3,it02,it02-003,12/12/2016 14:42:26,baca,8.209977,560.0000000000005,109.99999999999943,183.49743690351872,105.82461974094137,30.677943355540194,136.50256309648157,130.0000000000008,1.8249440000000012,0.9592513764172335,1.1427488133207522
4,it02,it02-004,12/12/2016 14:42:33,bogo,11.839977,560.0000000000005,160.8220551050472,192.13820602419318,81.36792237345425,25.67181649730621,107.03973887076046,99.99999999999964,1.8249440000000003,1.075810392973528,1.2679485989977213
5,it02,it02-005,12/12/2016 14:42:43,podo,15.489977,480.00000000000045,142.71131165818394,161.50736155354826,--undefined--,--undefined--,--undefined--,99.99999999999964,1.8399550000000016,1.09699670168086,1.2585040632344082
6,it02,it02-006,12/12/2016 14:42:52,bada,19.269955,469.99999999999886,120.000000000001,192.14405896948605,--undefined--,--undefined--,--undefined--,69.99999999999673,1.7649429999999988,1.1622906009070313,1.3544346598765173
7,it02,it02-007,12/12/2016 14:44:06,boco,24.084966,519.9999999999995,129.999999999999,154.9166321145634,100.47886252160154,34.60450536383419,135.08336788543573,100.00000000000142,1.644988999999999,1.5058503537414971,1.6607669858560605
8,it02,it02-008,12/12/2016 14:44:12,pata,26.754943,559.9999999999987,119.99999999999744,160.00000000000014,113.92390708843791,6.07609291156308,120.000000000001,160.00000000000014,1.7199999999999989,1.2633330226757344,1.4233330226757346
9,it02,it02-009,12/12/2016 14:44:17,pogo,29.654989,620.000000000001,137.060773479611,207.80042152971134,--undefined--,--undefined--,--undefined--,179.99999999999972,1.9249880000000026,1.3359953517109027,1.543795773240614
10,it02,it02-010,12/12/2016 14:44:22,paca,32.804966,710.0000000000009,109.99999999999943,172.66079092826914,112.44086665648467,34.898342415246475,147.33920907173115,280.00000000000114,1.8749660000000006,1.4403174739228994,1.6129782648511686
11,it02,it02-011,12/12/2016 14:44:28,pudu,35.929977,577.9307165530909,149.99999999999858,162.7452322025391,89.31461811955188,18.54057325681424,107.85519137636612,157.3302929741871,1.9399999999999977,1.5054645283446675,1.6682097605472066
12,it02,it02-012,12/12/2016 14:44:34,baga,39.009977,590.0000000000034,119.99999999999744,200.00000000000284,93.827743476254,6.172256523747421,100.00000000000142,170.0000000000017,1.9299779999999984,1.385940718820855,1.5859407188208579
