index,speaker,file,rec_date,word,time,word_duration,c1_duration,vowel_duration,closure_duration,rvot,c2_duration,v2_duration,sentence_duration,v_onset,v_offset
1,pl02,pl02-001,07/02/2017 16:21:26,pata,1.2249119528999342,318.26800568622883,102.50963373329446,84.93655366472996,63.74995123200322,26.068013562883465,89.81796479488668,41.0038534933177,0.9299769999999999,1.3274215866332286,1.4123581402979586
2,pl02,pl02-002,07/02/2017 16:21:33,puku,3.594966,380.00000000000034,130.00000000000034,59.99999999999961,76.24399984703345,23.75600015296664,100.00000000000009,90.0000000000003,1.0099770000000001,1.3681406031746035,1.4281406031746031
3,pl02,pl02-003,07/02/2017 16:21:39,pogo,6.054100622258281,346.57978105049557,124.96397739285482,86.88901553096962,--undefined--,--undefined--,--undefined--,61.50570762304497,0.8649890000000005,1.1751643728937662,1.2620533884247358
4,pl02,pl02-004,07/02/2017 16:21:44,paka,9.027612997204374,358.2950295127105,106.41460004600845,98.6043541710746,50.17914827794634,32.80471414325348,82.98386242119982,70.29221287442766,0.9770446293561612,1.355342789994146,1.4539471441652205
5,pl02,pl02-005,07/02/2017 16:21:50,poto,11.487201245191255,363.1764331845471,129.84533767081885,93.72295049923807,47.98039834174617,52.576517298060566,100.55691563980673,39.051229374683416,1.009977000000001,1.3770465828620733,1.4707695333613113
6,pl02,pl02-006,07/02/2017 16:21:55,pugu,14.126424516130157,375.8680827313192,151.32351382689535,66.38708993695985,--undefined--,--undefined--,--undefined--,41.00379084341732,1.084942999999999,1.367453245376554,1.4338403353135138
7,pl02,pl02-007,07/02/2017 16:22:00,podo,16.599955,379.999999999999,133.93450316246103,114.22471106093113,43.68738218652268,8.055435644497067,51.74281783101975,80.0979679455871,1.0550109999999968,1.3622795258381988,1.47650423689913
8,pl02,pl02-008,07/02/2017 16:22:05,putu,19.019955,370.000000000001,132.28545278448323,97.7145472155172,36.431084984990036,42.56097209033527,78.9920570753253,61.00794292467526,1.029207029186825,1.3425352373649808,1.440249784580498
9,pl02,pl02-009,07/02/2017 16:22:10,poko,21.455368937466375,383.2309188446885,132.66783776876068,84.18525996283321,58.95036343157045,50.8455266147223,109.79589004629275,56.58193106680187,1.1525827648269384,1.3402363217203934,1.4244215816832266
10,pl02,pl02-010,07/02/2017 16:22:16,pada,23.980023,359.99999999999943,120.000000000001,117.8899485031728,39.24778238888749,12.862269107937863,52.11005149682535,70.00000000000028,0.9899319999999996,1.2980275351473907,1.4159174836505635
