it01	1.5014	29/11/2016 15:10:47	Dico pugu lentamente	u	74.9522	28.6787	29.5653	78.7782	29.1612	29.2828	56.1603	-19.4903	19.3757	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	24.8034	8.4955	21.6887	7.0713	*	*	*	*	13.1040	4.2550	10.3199	4.6160	7.4957	4.9547	4.6527	5.0786	1.8333	4.8368	-1.2344	5.6282	-4.6107	7.1473	-8.0900	8.3687	-11.6240	9.2232	-14.7969	8.7337	-17.4135	6.8462	-19.7950	4.5993	-21.7754	1.7700	-23.1356	-1.8638	-24.8701	-4.5648	-25.9650	-7.9893	-27.0316	-11.1677	-27.6501	-14.6536	-27.4927	-18.7288	-27.0260	-22.7659	-25.8844	-27.0895	-25.2793	-30.5431	-24.5169	-33.8461	-24.4548	-36.3641	-24.6952	-38.5268	-24.7130	-40.7327	-24.9990	-42.6793	-25.2906	-44.5592	-25.7912	-46.2864
it01	1.5162	29/11/2016 15:10:47	Dico pugu lentamente	u	75.4989	13.1659	14.2729	79.2371	26.6640	26.8329	55.8426	-23.1837	22.7789	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	24.7254	7.9429	21.5952	6.1454	*	*	15.8468	3.4915	13.1077	4.0576	10.3089	4.8056	7.4719	5.1970	4.6051	5.4226	1.6356	5.9398	-1.5268	6.9545	-4.7573	7.7058	-8.2210	8.7974	-11.6348	9.2540	-14.8002	8.7420	-17.4974	7.0363	-19.7976	4.6046	-21.5949	1.4356	-23.4184	-1.3861	-24.9846	-4.3879	-26.0608	-7.8534	-26.6525	-11.6626	-26.6064	-15.9092	-26.3762	-19.9684	-26.0922	-23.7232	-26.1980	-26.7925	-26.2011	-29.7371	-25.6455	-32.9356	-24.6728	-36.2020	-24.1940	-38.8692	-24.0741	-41.1330	-24.5378	-42.9434	-24.9188	-44.7529	-25.4242	-46.4595
it01	1.5311	29/11/2016 15:10:47	Dico pugu lentamente	u	75.5689	-4.8465	3.5487	79.7049	24.0488	24.2952	55.5332	-31.0746	30.4540	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	24.7619	8.2016	21.6378	6.5677	18.6737	5.0151	15.8556	3.9070	13.1063	4.1318	10.3191	4.6308	7.4809	5.1054	4.5208	6.0313	1.4209	7.1378	-1.8579	8.4561	-5.3377	9.9166	-8.7269	10.4539	-12.0279	10.3791	-15.0224	9.3053	-17.6676	7.4219	-19.8838	4.7806	-21.8924	1.9868	-23.7429	-0.8382	-25.5144	-3.5692	-26.7715	-6.8453	-27.2736	-10.8520	-26.6975	-15.7996	-26.4994	-19.8317	-26.1544	-23.6595	-26.4728	-26.5323	-26.5531	-29.4293	-25.8154	-32.7986	-24.9635	-35.9860	-24.1278	-38.9145	-23.9860	-41.1881	-24.2983	-43.0805	-24.7147	-44.8592	-25.2408	-46.5460
it01	1.5460	29/11/2016 15:10:47	Dico pugu lentamente	u	75.3615	-23.0902	21.5834	79.9634	21.5017	21.6470	55.1994	-39.7194	39.0463	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	24.8229	8.6336	*	*	*	*	15.8793	5.0229	13.0798	5.5624	10.2377	6.0266	7.3140	6.8041	4.3109	7.5471	1.1994	8.3738	-2.1513	9.7867	-5.5710	10.8052	-8.7616	10.5675	-11.9574	10.1774	-14.9778	9.1921	-17.6999	7.4953	-20.0234	5.0659	-21.9086	2.0168	-23.5538	-1.1575	-25.1257	-4.1698	-25.9300	-8.0390	-26.4982	-11.8640	-26.4897	-16.0496	-26.2332	-20.1273	-26.2042	-23.6085	-26.0827	-26.9017	-25.1274	-30.6760	-24.4325	-33.9141	-24.0772	-36.6447	-23.9096	-39.0635	-24.3319	-40.9714	-24.2274	-43.1211	-24.4021	-45.0220	-24.8738	-46.7190
it01	1.5609	29/11/2016 15:10:47	Dico pugu lentamente	u	74.6517	-46.7804	45.3027	80.2035	19.7550	19.8264	54.5533	-48.0414	47.6608	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	24.7532	8.1398	21.7131	7.3135	18.7182	5.7455	15.8769	4.9116	13.0909	4.9643	10.2682	5.5035	7.3188	6.7553	4.2463	8.0131	0.9643	9.6857	-2.4486	11.1346	-5.6347	11.0479	-8.8895	10.9863	-11.9374	10.1199	-14.9707	9.1741	-17.9582	8.0805	-20.1898	5.4058	-22.2266	2.6059	-23.7202	-0.8766	-24.9225	-4.4838	-25.9941	-7.9480	-26.0892	-12.3977	-26.1359	-16.4754	-25.6938	-20.7261	-25.1026	-24.7380	-24.9242	-27.9989	-23.7788	-31.8553	-23.6597	-34.5375	-23.4922	-37.0794	-23.5310	-39.3222	-24.0590	-41.1424	-24.1115	-43.1875	-24.4449	-44.9998	-25.1490	-46.5892
it01	1.5758	29/11/2016 15:10:47	Dico pugu lentamente	u	73.6655	-64.0827	63.2853	80.4050	17.3427	17.6177	53.6438	-50.6734	50.6846	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	21.6533	6.7213	18.7571	6.3840	15.9103	6.4890	13.0604	6.6116	10.1541	7.4624	7.1862	8.1054	4.1486	8.7189	1.0009	9.4812	-2.2300	10.1432	-5.6490	11.1024	-8.9880	11.3085	-12.3364	11.2619	-15.5487	10.6390	-18.1074	8.4187	-20.3262	5.6844	-21.8247	1.8614	-23.1514	-1.8370	-24.3516	-5.3660	-25.0568	-9.2776	-25.2190	-13.5335	-25.3199	-17.4570	-24.7373	-21.7882	-24.9907	-24.8528	-24.5675	-28.3367	-23.5274	-32.0751	-22.8499	-35.1908	-22.0365	-38.1612	-22.3251	-40.1462	-22.8679	-41.8887	-23.4610	-43.5599	-24.2178	-45.1180	-24.9655	-46.6757
it01	0.9384	29/11/2016 15:10:52	Dico pada lentamente	a	66.4270	-29.6252	30.6289	71.8043	12.0892	11.7318	64.3050	-23.5265	21.9015	47.9715	-3.4154	*	*	*	*	*	*	*	*	*	*	*	*	29.5249	2.5406	26.2854	0.1333	23.3667	-1.6765	20.6477	-3.2411	18.2806	-1.4303	15.7693	-0.1660	13.1657	0.9225	10.5215	1.1561	7.8156	1.6976	5.0847	1.9593	2.3510	1.9476	-0.3734	1.7234	-3.2218	1.8566	-6.1511	2.0205	-9.2015	2.2898	-12.2480	2.2744	-15.1613	1.7418	-17.8991	0.7264	-19.5063	-2.4337	-20.6148	-6.1204	-21.4421	-9.8619	-24.0101	-10.7622	-27.3860	-10.7052	-30.1184	-11.6841	-31.7023	-14.0549	-32.5353	-17.1169	-32.8749	-20.4692	-32.6827	-24.0694	-32.3377	-27.5372	-32.7664	-30.1873	-33.1301	-32.7637	-33.4611	-35.2518	-33.5438	-37.7870	-34.0190	-40.0120	-34.5758	-42.1446
it01	0.9533	29/11/2016 15:10:52	Dico pada lentamente	a	66.0448	-11.8758	13.1727	71.9929	13.0923	13.2819	63.6173	-45.1335	43.9502	47.3175	-4.6193	*	*	*	*	*	*	*	*	*	*	*	*	29.2279	1.2109	26.2615	0.0019	23.3359	-1.8949	20.8538	-1.1989	18.3597	-0.1339	15.7956	1.0770	13.1577	1.3543	10.4951	1.6107	7.8216	1.6369	5.0966	1.8739	2.2718	2.3894	-0.4959	2.2789	-3.5064	2.9407	-6.4173	2.8921	-9.5424	3.2653	-12.4026	2.6662	-15.2993	2.0545	-17.9205	0.7703	-19.3688	-2.6886	-20.4043	-6.4759	-21.0437	-10.4776	-23.4057	-11.6195	-26.2194	-12.2278	-29.4578	-12.4788	-31.3026	-14.4987	-32.3806	-17.2756	-32.0902	-21.2123	-32.0309	-24.6393	-31.9713	-27.8327	-32.6456	-30.2771	-33.1177	-32.7722	-33.6223	-35.1509	-34.4774	-37.2525	-35.1955	-39.3990	-35.9663	-41.4890
it01	0.9682	29/11/2016 15:10:52	Dico pada lentamente	a	65.9815	9.8399	8.2723	72.2950	7.5492	8.0628	62.6617	-57.8920	57.3373	*	*	*	*	*	*	*	*	*	*	*	*	*	*	29.1098	0.6819	26.1770	-0.4627	23.4217	-1.2873	20.7593	-2.1353	18.3176	-0.8247	15.7900	0.8098	13.1424	2.1786	10.4601	2.2103	7.7734	2.1277	5.0634	2.1133	2.3497	1.9550	-0.5614	2.5759	-3.5190	2.9885	-6.5704	3.3935	-9.4810	3.0897	-12.3525	2.5390	-15.1595	1.7378	-17.1272	-0.8504	-18.6897	-3.9466	-19.7808	-7.5288	-21.1370	-10.3333	-23.5395	-11.4297	-26.3264	-12.0882	-29.5769	-12.3354	-31.3869	-14.4051	-32.1645	-17.4971	-31.7407	-21.5433	-31.5364	-25.0717	-31.4803	-28.2288	-32.2132	-30.5984	-32.7985	-32.9902	-33.7832	-35.0501	-34.6640	-37.1456	-34.8830	-39.5618	-35.4455	-41.7345
it01	0.9831	29/11/2016 15:10:52	Dico pada lentamente	a	66.3436	36.1472	34.2329	72.4536	-1.9794	1.2599	61.6658	-57.4346	57.9837	*	*	*	*	*	*	*	*	*	*	*	*	*	*	28.9074	-0.2242	26.1060	-0.8528	23.4860	-0.8317	20.8130	-1.6032	18.3540	-0.2276	15.7863	0.6373	13.1575	1.3651	10.4837	1.8057	7.7074	2.7988	4.8784	3.4492	1.9212	4.3458	-0.9192	4.1987	-3.7984	4.0530	-6.4520	3.0059	-9.3607	2.7454	-12.2276	2.2225	-14.6656	0.6185	-16.5690	-1.9906	-17.9581	-5.3020	-19.5195	-7.9701	-20.9329	-10.6488	-22.1129	-13.4534	-23.6287	-15.6093	-25.3025	-17.4779	-26.3794	-19.9649	-27.7957	-21.9766	-29.1184	-24.0267	-30.0018	-26.4136	-31.2560	-28.4098	-32.1174	-30.6696	-33.0836	-32.7955	-34.1073	-34.8470	-35.1056	-36.8928	-35.8888	-39.0378	-36.7489	-41.1200
