pl05	1.4244	26/05/2017 18:28:59	Mowie pata teraz	a	64.5934	31.8649	30.5122	73.4606	-1.3168	1.3863	72.6021	-1.3168	1.3863	*	*	*	*	*	*	*	*	*	*	*	*	*	*	40.1417	-21.7422	37.9365	-21.3629	35.7234	-20.9986	33.4949	-20.7115	31.2563	-20.3897	28.9998	-20.1414	26.7254	-19.9195	24.4295	-19.7135	22.1262	-19.6789	19.7868	-19.5464	17.4343	-19.5263	*	*	*	*	8.8024	-14.9297	5.6339	-13.5102	2.6472	-13.0405	0.2629	-14.2880	-2.0666	-15.6161	-4.3233	-17.0522	-6.5107	-18.5757	-8.6918	-20.0700	-10.5441	-22.0559	-12.0731	-24.4275	-13.3926	-26.9547	-14.1513	-30.0459	-15.0218	-32.7983	-16.0604	-35.2107	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl05	1.4430	26/05/2017 18:28:59	Mowie pata teraz	a	65.5300	50.7269	50.1279	73.6087	-4.7606	4.3779	73.0671	-4.7606	4.3779	*	*	*	*	*	*	*	*	*	*	*	*	*	*	40.3485	-20.4860	38.0854	-20.2093	35.8171	-19.9999	33.5523	-19.7339	31.2766	-19.5373	28.9922	-19.4559	26.6964	-19.2873	24.3879	-19.1993	22.0697	-19.1926	19.7463	-19.2796	17.3361	-19.0028	14.5346	-17.2066	11.5597	-15.3989	8.4411	-13.7190	5.2421	-12.3467	2.6615	-13.0786	0.1885	-14.1094	-2.1889	-15.3489	-4.4548	-16.7896	*	*	-8.7417	-19.9857	-10.6701	-21.8587	-12.2589	-24.1582	-13.3186	-27.0544	-14.0902	-30.1224	-14.9270	-32.9089	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl05	1.4616	26/05/2017 18:28:59	Mowie pata teraz	a	66.5703	55.6221	55.6125	73.6359	-11.2538	10.8609	72.6256	-11.2538	10.8609	*	*	*	*	*	*	*	*	*	*	*	*	*	*	40.6132	-18.8787	38.2860	-18.6553	35.9564	-18.5136	33.6274	-18.4535	31.3022	-18.4604	28.9810	-18.4457	26.6607	-18.5118	24.3441	-18.6589	22.0341	-18.8865	19.6933	-18.9301	17.2089	-18.3243	*	*	11.6049	-15.5722	8.6262	-14.3392	5.7109	-13.7388	3.1684	-14.4266	0.6604	-15.2428	-1.7682	-16.2675	-4.0933	-17.5114	-6.3632	-18.8462	-8.4426	-20.4915	-10.2070	-22.5832	-11.6284	-25.0725	-12.9755	-27.5166	-14.0351	-30.1915	-15.1150	-32.6895	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl05	1.4803	26/05/2017 18:28:59	Mowie pata teraz	a	67.6769	51.2442	51.6426	73.2648	-17.5682	17.3938	71.4840	-17.5682	17.3938	*	*	*	*	*	*	*	*	*	*	*	*	*	*	40.8360	-17.5260	38.4544	-17.3501	36.0684	-17.3198	33.6908	-17.3733	31.3301	-17.2856	28.9676	-17.2372	26.5950	-17.0827	24.2003	-16.8829	21.7984	-16.8580	19.2896	-16.2687	16.6894	-15.5542	14.0347	-14.9737	11.3071	-14.4305	8.6747	-14.5017	6.1515	-15.0472	3.6955	-15.8284	1.2994	-16.7774	-1.0622	-17.8094	-3.3479	-18.9999	-5.4726	-20.4799	-7.4822	-22.1157	-9.2253	-24.1186	-10.7199	-26.3899	-12.1413	-28.6404	-13.3141	-31.0952	-14.5898	-33.3026	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl05	1.2076	26/05/2017 18:29:03	Mowie paga teraz	a	65.6198	22.1650	22.2037	72.9595	69.5473	67.6330	72.0457	69.5473	67.6330	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	38.1955	-19.3561	35.8936	-19.1840	33.5924	-19.0506	31.2803	-19.3813	28.9907	-19.3207	26.7012	-19.3935	24.3819	-19.1257	22.0299	-18.8501	19.6283	-18.5016	17.1175	-17.8372	14.4395	-16.7819	11.4469	-14.9664	8.6954	-14.5711	5.9331	-14.3986	3.3194	-14.8282	0.8406	-15.6756	-1.4863	-16.8833	-3.6384	-18.4198	-5.5130	-20.4057	-7.4497	-22.1706	-9.2967	-24.0069	-11.0284	-25.9426	-12.4840	-28.1788	-13.8879	-30.3760	-15.1984	-32.5921	-16.2529	-35.0012	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl05	1.2262	26/05/2017 18:29:03	Mowie paga teraz	a	66.0455	20.3616	20.4622	74.5258	100.9194	99.4648	72.0735	100.9194	99.4648	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	38.1481	-19.7237	35.8628	-19.5124	33.5810	-19.2451	31.2912	-18.9212	28.9824	-18.5722	26.6445	-18.1587	24.2930	-18.0280	21.7956	-16.8337	19.3180	-16.4557	16.4285	-14.1635	13.6401	-13.2112	11.0241	-13.3453	8.2805	-13.1808	5.4049	-12.8301	2.7412	-13.2907	0.1960	-14.1273	-1.9515	-15.8674	-4.1092	-17.4798	-6.0343	-19.4496	-8.0075	-21.2274	-9.7828	-23.2466	-11.5440	-25.1949	-13.0670	-27.3934	-14.5664	-29.5256	-16.2211	-31.3981	-17.3981	-33.7549	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl05	1.2448	26/05/2017 18:29:03	Mowie paga teraz	a	66.4314	18.0508	18.1853	76.7009	123.0529	121.9308	71.8290	123.0529	121.9308	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	35.8971	-19.1462	33.6148	-18.6681	31.3075	-18.2359	28.9755	-17.9537	26.6220	-17.6696	24.3200	-18.3608	21.9734	-18.3645	19.5368	-17.8984	16.7353	-15.7993	13.1694	-11.1086	10.3449	-10.7406	7.6905	-11.2034	5.1422	-12.0501	2.8865	-13.6769	0.6823	-15.2953	-1.3335	-17.2168	-3.6120	-18.4725	-5.7250	-20.0169	-7.6772	-21.7860	-9.5123	-23.6697	-11.2861	-25.5688	-12.8756	-27.6512	-14.5203	-29.5834	-16.0966	-31.5434	-17.0860	-34.0945	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl05	1.2634	26/05/2017 18:29:03	Mowie paga teraz	a	66.6473	17.9981	17.8448	79.3876	141.4484	140.6519	71.0297	141.4484	140.6519	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	35.8630	-19.5100	33.6085	-18.7754	31.3105	-18.1094	28.9723	-17.6599	26.6085	-17.3761	24.2240	-17.1757	21.8053	-16.9176	19.2212	-15.8174	16.3102	-13.5327	13.2142	-11.3090	10.1924	-10.1560	7.3955	-10.2147	4.6153	-10.4854	2.0150	-11.3595	-0.2972	-12.9430	-2.4542	-14.7696	-4.4488	-16.8016	-6.0343	-19.4496	-7.4940	-22.0958	-8.9460	-24.5555	-10.4004	-26.8533	-12.0572	-28.7537	-13.8879	-30.3760	-15.7024	-32.0037	-17.3241	-33.8354	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl05	1.2820	26/05/2017 18:29:03	Mowie paga teraz	a	67.0041	22.0984	21.9046	81.9912	147.0973	147.3503	69.7065	147.0973	147.3503	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	33.6719	-17.6952	31.3301	-17.2856	28.9672	-17.2037	26.5857	-16.8799	24.1650	-16.4472	21.6935	-15.9553	18.9413	-13.9725	15.7721	-10.6630	12.4468	-7.8812	9.4057	-7.1394	6.5067	-7.2359	3.7586	-7.9413	1.1409	-9.0351	-1.4719	-10.1216	-3.5558	-12.3637	-4.8279	-16.0446	-6.2114	-19.1247	-7.5745	-21.9597	-8.7304	-24.8927	-10.0161	-27.4106	-11.4718	-29.5423	-13.0880	-31.3786	-14.7746	-33.0869	-16.3674	-34.8765	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl05	1.3007	26/05/2017 18:29:03	Mowie paga teraz	a	67.3751	24.4130	24.3147	84.5690	129.8135	131.4610	68.1277	129.8135	131.4610	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	35.9723	-18.3446	33.6575	-17.9407	31.3222	-17.6179	28.9588	-16.4496	26.5251	-15.5637	23.9535	-13.8352	21.2961	-12.5343	17.9944	-7.7294	14.2329	-2.4558	10.8982	-0.9641	7.8981	-1.3584	5.0298	-2.2860	2.1774	-3.2460	-0.6046	-4.3932	-3.2191	-5.9257	-5.1216	-8.9442	-6.4098	-12.8856	-6.6531	-18.3146	-7.2088	-22.5782	-8.0048	-26.0276	-9.2752	-28.4849	-10.4607	-30.9043	-11.9738	-32.7751	-13.3787	-34.7165	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
