it04	1.3085	11/06/2017 08:37:57	Dico paga lentamente	max_TD	66.9002	21.9479	22.7051	81.4544	-4.4479	2.8172	*	*	*	*	*	*	*	*	23.9443	4.3862	21.9757	4.9187	20.0107	5.6392	18.0392	6.6840	16.0419	8.4014	13.9499	10.4388	11.7259	13.0660	9.3414	15.6820	6.8556	17.4610	4.3150	18.6389	1.7670	19.2355	-0.6588	18.7744	-3.0921	18.3695	-5.5981	18.2495	-8.0101	17.6690	-10.3789	16.9314	-12.7419	16.1818	-14.7340	14.4152	-15.9631	10.9012	-16.8669	7.0670	-17.5859	3.2895	-17.9593	-0.7506	-18.4162	-4.2054	-19.2941	-6.6124	-20.0099	-9.0913	-20.5816	-11.5979	-21.2081	-13.8457	-21.7277	-16.0866	-22.4457	-17.9451	-23.4194	-19.4176	-24.4519	-20.7841	-24.6755	-22.9485	-24.3577	-25.5168	-23.8436	-28.0984	-22.7713	-30.9861	-21.7993	-33.5852	-22.2332	-34.9481	-22.7164	-36.2419
it04	1.3160	11/06/2017 08:37:57	Dico paga lentamente	NOFF_TD	67.0593	17.1890	17.8795	81.3787	-14.8392	13.2713	*	*	*	*	*	*	*	*	23.9266	4.2799	21.9764	4.9236	20.0183	5.7118	18.0633	7.0099	16.0665	8.9664	13.9589	11.1250	11.7146	13.7236	9.3139	16.2602	6.8284	17.8084	4.3115	18.6714	1.7929	19.0492	-0.6305	18.6084	-3.0563	18.1918	-5.5791	18.1681	-7.9428	17.4156	-10.2348	16.4485	-12.5768	15.6844	-14.4673	13.6863	-15.4964	9.7365	-16.5836	6.4179	-17.3628	2.8178	-17.6058	-1.4428	-18.1030	-4.7755	-19.0300	-7.0604	-19.5371	-9.8403	-20.1330	-12.2629	-20.8406	-14.3565	-21.3562	-16.5712	-22.1415	-18.3179	-23.1710	-19.7039	-24.2368	-21.0172	-24.3193	-23.3119	-23.9499	-25.9084	-23.4337	-28.4687	-22.2917	-31.3937	-21.1020	-34.1423	-21.7131	-35.3384	-22.0854	-36.6862
it04	1.2990	11/06/2017 08:37:57	Dico paga lentamente	NONS_TD	66.6480	29.5486	30.1819	81.4052	12.8136	14.4691	*	*	*	*	*	*	*	*	23.9682	4.5304	21.9757	4.9187	20.0015	5.5510	18.0078	6.2584	16.0088	7.6417	13.9377	9.5042	11.7416	12.1565	9.3801	14.8678	6.8947	16.9590	4.3228	18.5670	1.7358	19.4593	-0.6948	18.9855	-3.1374	18.5939	-5.6189	18.3387	-8.0940	17.9844	-10.5631	17.5483	-12.9517	16.8138	-15.0730	15.3415	-16.5739	12.4254	-17.2366	7.9143	-17.8757	3.9022	-18.4274	0.1661	-18.8415	-3.4315	-19.6474	-6.0133	-20.6358	-8.0998	-21.1745	-10.7189	-21.6868	-13.1805	-22.2066	-15.4620	-22.8359	-17.4669	-23.7369	-19.0518	-24.7262	-20.4867	-25.1396	-22.4750	-24.8924	-25.0034	*	*	-23.4037	-30.4487	-22.7176	-32.8515	-22.9139	-34.4373	-23.5415	-35.6610
it04	1.2445	11/06/2017 08:37:57	Dico paga lentamente	peak1_TD	64.7579	14.6446	14.0705	78.7105	64.7812	64.8346	*	*	*	*	*	*	25.7503	3.0946	23.7429	3.1752	21.7560	3.2945	19.9070	4.6468	17.9465	5.4299	15.9696	6.7392	13.9187	8.0622	11.7889	9.4041	9.5604	11.0768	7.0763	14.6310	4.6030	15.9871	2.0579	17.1484	-0.3484	16.9539	-2.7760	16.8036	-5.0880	16.0661	-7.1154	14.3032	-9.4007	13.6549	-11.7183	13.0979	-13.8707	12.0560	-15.9360	10.8335	-17.9121	9.4624	-19.1983	6.6986	-20.3388	3.9094	-21.4194	1.2602	-22.1588	-1.7541	-22.7529	-4.7461	-23.5608	-7.1811	-24.2628	-9.6007	-24.9244	-11.9169	-25.6834	-13.9772	-26.7469	-15.5832	-27.7470	-17.2117	-27.9814	-19.5758	*	*	-26.3809	-25.8059	-25.1896	-28.9309	-24.2515	-31.6260	-24.2520	-33.4331	-24.9120	-34.6961
it04	1.3685	11/06/2017 08:37:57	Dico paga lentamente	peak2_TD	67.3246	31.2176	29.9358	78.5835	-57.5848	57.6706	*	*	*	*	*	*	25.7931	3.3115	23.8612	3.8869	21.9144	4.4655	19.9712	5.2611	18.0027	6.1891	15.9771	6.9109	13.9125	7.5899	11.7982	8.8646	9.5860	10.5386	7.2547	12.3438	4.8104	14.0770	2.3142	15.3096	-0.1387	15.7234	-2.5016	15.4437	-4.8454	15.0274	-7.1830	14.5574	-9.4694	13.8852	-11.6440	12.8741	-13.7840	11.8191	-15.1537	8.8814	-16.3357	5.8498	-17.2850	2.6533	-18.0810	-0.5121	-18.8105	-3.4879	-20.0750	-5.2881	-21.1615	-7.2670	-21.7696	-9.8366	-22.2135	-12.4485	-22.6410	-14.8954	-22.9902	-17.2777	-23.7210	-19.0700	-24.6772	-20.5398	-25.9597	-21.6384	-26.0992	-23.8447	*	*	-24.1848	-29.7848	-23.3619	-32.3368	-22.0293	-35.1011	-22.3168	-36.5233
it04	1.2255	11/06/2017 08:38:02	Dico poto lentamente	max_TT	71.7059	-3.5572	1.9760	75.2057	5.5370	5.2757	*	*	*	*	*	*	26.9821	9.3280	24.8115	9.6017	22.6361	9.8008	20.4566	9.9066	18.2804	9.9457	16.1098	9.9630	13.9449	10.0538	11.7752	10.2012	9.5926	10.3991	7.3852	10.6716	5.1345	11.0927	2.8352	11.5728	0.5016	11.9673	-1.8468	12.1997	-4.1535	12.0655	-6.4109	11.6530	-8.5040	10.6518	-10.4467	9.2668	-12.0855	7.1775	-13.6345	5.0902	-14.7790	2.2824	-16.0346	0.0095	-17.3047	-2.0326	-18.7498	-3.5984	-20.0474	-5.3349	-20.7454	-7.9261	-21.1823	-10.7073	-21.5098	-13.4264	-21.4233	-16.4836	-21.7558	-18.7905	-22.9107	-20.0038	-24.1525	-21.1086	-25.2950	-22.3165	-26.8326	-23.1405	*	*	*	*	*	*	-29.2034	-29.7176	-29.4164	-31.5248
it04	1.2300	11/06/2017 08:38:02	Dico poto lentamente	NOFF_TT	71.6425	-8.7738	7.3357	75.2106	6.3934	6.1951	*	*	*	*	*	*	26.9813	9.3239	24.8059	9.5679	22.6284	9.7439	20.4507	9.8495	18.2761	9.8885	16.1078	9.9169	13.9447	10.0377	11.7754	10.1873	9.5947	10.3551	7.3896	10.6144	5.1388	11.0538	2.8391	11.5444	0.5029	11.9597	-1.8645	12.2875	-4.2066	12.2930	-6.4837	11.9268	-8.5861	10.9266	-10.5723	9.6452	-12.1531	7.3621	-13.6397	5.1032	-14.7116	2.1279	-15.9649	-0.1378	-17.2130	-2.2120	-18.7535	-3.5916	-20.0850	-5.2710	-20.8261	-7.7983	-21.2332	-10.6319	-21.5045	-13.4338	-21.3621	-16.5635	-21.6935	-18.8669	-22.8773	-20.0423	-24.1715	-21.0880	-25.3351	-22.2755	-26.8740	-23.1008	*	*	*	*	*	*	-29.2318	-29.6963	-29.4945	-31.4698
it04	1.2110	11/06/2017 08:38:02	Dico poto lentamente	NONS_TT	71.7672	25.1312	27.2751	75.2020	0.6142	0.2480	*	*	*	*	*	*	26.9847	9.3413	24.8296	9.7106	22.6608	9.9839	20.4758	10.0904	18.2940	10.1300	16.1163	10.1116	13.9455	10.1056	11.7744	10.2463	9.5859	10.5409	7.3708	10.8558	5.1209	11.2182	2.8224	11.6643	0.4974	11.9918	-1.7898	11.9169	-3.9822	11.3324	-6.1764	10.7709	-8.2397	9.7664	-10.0420	8.0475	-11.8679	6.5827	-13.6177	5.0484	-14.9963	2.7803	-16.2591	0.4842	-17.5999	-1.4545	-18.7378	-3.6201	-19.9260	-5.5407	-20.4856	-8.3378	-21.0185	-10.9502	-21.5269	-13.4026	-21.6208	-16.2260	-21.9568	-18.5443	-23.0186	-19.8795	-24.0914	-21.1748	-25.1656	-22.4485	-26.6993	-23.2685	*	*	*	*	*	*	-29.1119	-29.7862	-29.1645	-31.7021
it04	1.1515	11/06/2017 08:38:02	Dico poto lentamente	peak1_TT	66.5549	131.1493	131.3190	75.2261	14.3719	15.2798	*	*	30.0975	3.9703	28.0800	4.3352	26.0639	4.6818	24.0255	4.8745	21.9901	5.0247	19.9646	5.1980	17.9391	5.3291	15.9105	5.3799	13.8846	5.4652	11.8556	5.5278	9.8205	5.6076	7.7510	5.9814	5.6001	6.8060	3.3501	7.8786	0.9935	9.0814	-1.4694	10.3299	-3.9221	11.0750	-6.2875	11.1887	-8.5786	10.9015	-10.8461	10.4700	-12.9600	9.5671	-14.8479	8.1182	-16.5516	6.3446	-17.9537	4.0671	-19.0541	1.3935	-20.0749	-1.1867	-21.0875	-3.5709	-21.9112	-6.0794	-22.5826	-8.6314	-23.2292	-11.0370	-23.6749	-13.5468	-24.1413	-15.8671	-24.9457	-17.6588	-25.9005	-19.2136	-27.0448	-20.5313	-28.4411	-21.5961	-29.9873	-22.5474	-31.4949	-23.5722	*	*	*	*	-34.7216	-27.7897
it04	1.2640	11/06/2017 08:38:02	Dico poto lentamente	peak2_TT	70.7288	-31.6277	31.6772	75.5444	17.5743	17.0898	*	*	*	*	28.8871	7.8549	26.7780	8.2953	24.6446	8.5980	22.4961	8.7658	20.3481	8.8678	18.2034	8.9042	16.0647	8.9258	13.9311	9.0039	11.7940	9.1077	9.6462	9.2716	7.4742	9.5308	5.2457	10.0690	2.9405	10.8174	0.6280	11.2255	-1.6999	11.4715	-4.0586	11.6594	-6.3572	11.4510	-8.4109	10.3399	-10.4922	9.4040	-12.3774	7.9751	-13.9192	5.8007	-15.3409	3.5701	-16.6980	1.4122	-17.9215	-0.8246	-19.1625	-2.8473	-20.6269	-4.3521	-21.7069	-6.4030	-22.1924	-9.2099	-22.5599	-11.9672	-22.5550	-15.0075	-22.3502	-18.0620	-23.0157	-19.8828	-24.1250	-21.1384	-25.3157	-22.2953	*	*	*	*	-28.6576	-25.9836	-28.8629	-27.9418	-29.3802	-29.5849	-29.8848	-31.1950
