pl04	1.6363	26/05/2017 17:55:20	Mowie poto teraz	O	56.4656	-16.2216	18.5761	71.0913	30.7567	31.8190	65.9030	80.5650	81.0883	*	*	*	*	*	*	30.4553	-6.6669	28.7066	-5.7872	26.9414	-4.8881	25.1307	-4.0644	23.2526	-3.4348	21.3145	-3.0580	19.3473	-2.8721	17.3789	-2.7553	15.4135	-2.6789	13.4563	-2.4659	11.4885	-2.2687	9.4957	-1.7894	7.4296	-0.8378	*	*	*	*	*	*	-2.6797	7.6647	-5.4984	9.1362	-8.1000	9.3289	-10.5292	8.7933	-12.8981	8.0431	-15.0389	6.7123	-16.9734	4.9938	-18.5461	2.6615	-19.9850	0.2861	-21.3416	-2.0348	-22.8044	-4.0129	-24.4516	-5.6078	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	-37.9093	-23.0081	-38.1833	-25.3935
pl04	1.6549	26/05/2017 17:55:20	Mowie poto teraz	O	56.6199	21.5058	19.5745	71.3176	11.4334	12.4879	67.2931	68.8849	69.7441	*	*	*	*	33.1142	-5.2237	31.2312	-4.5092	29.3244	-3.8608	27.3702	-3.3712	25.3675	-3.0994	23.3434	-2.9999	21.3291	-2.9733	19.3372	-2.9454	17.3690	-2.8527	15.4200	-2.5812	13.4646	-2.2009	11.4856	-1.4184	9.4518	-0.6414	7.3173	0.6963	5.0434	2.3555	2.6158	4.1556	*	*	-2.7719	8.0919	-5.4838	9.0783	-8.1545	9.5170	-10.5902	8.9793	-12.9821	8.2718	-15.3516	7.4799	-17.5550	6.2905	-19.5516	4.7089	-21.2822	2.7099	-22.8208	0.5117	-24.2470	-1.7177	-25.6542	-3.8347	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl04	1.6735	26/05/2017 17:55:20	Mowie poto teraz	O	57.5076	51.6422	50.4467	71.3204	-4.7561	4.0805	68.2226	51.2255	52.1523	*	*	*	*	*	*	31.7364	-3.1045	29.6731	-2.7737	27.5593	-2.7024	25.4375	-2.8141	23.4035	-2.7123	21.3698	-2.7379	19.3739	-2.6780	17.4081	-2.4678	15.4498	-2.1332	13.4882	-1.4513	11.4840	-0.9431	9.4433	-0.4194	7.3361	0.4390	5.1384	1.4793	2.7457	3.2525	0.1218	5.4870	-2.6238	7.4055	-5.3832	8.6800	-8.0560	9.1775	-10.5992	9.0066	-13.0323	8.4086	-15.4255	7.6613	-17.6704	6.5476	-19.7833	5.1805	-21.7319	3.5502	-23.1952	1.1561	-24.5596	-1.2202	-25.8902	-3.4868	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl04	1.6921	26/05/2017 17:55:20	Mowie poto teraz	O	58.8028	64.4400	64.2472	71.1272	-14.3534	14.0253	68.9672	29.5455	30.8328	*	*	*	*	*	*	*	*	29.7264	-2.6077	27.6906	-2.2381	25.6516	-1.9419	23.6036	-1.7537	21.5737	-1.5564	19.5699	-1.2464	17.5659	-0.9137	15.5667	-0.3744	13.5437	0.3105	11.4776	0.9772	9.3675	1.5639	7.2262	1.9397	5.0063	2.6974	2.6689	3.7868	0.2007	5.0474	-2.4500	6.6000	-5.1674	7.8255	-7.8239	8.3769	-10.4860	8.6616	-12.9475	8.1777	-15.3264	7.4180	-17.6205	6.4365	-19.8296	5.2748	-21.9359	3.9313	-23.9642	2.4799	-25.8256	0.7939	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl04	1.6184	26/05/2017 17:55:24	Mowie pugu teraz	u	58.4322	17.4090	16.6988	68.2041	-131.4169	130.2843	69.9276	39.3245	42.5594	*	*	*	*	*	*	*	*	*	*	*	*	25.2474	-3.5889	23.3600	-2.9204	21.4051	-2.5332	19.4941	-1.8001	17.5451	-1.1181	15.5592	-0.4864	13.5354	0.0479	11.4796	0.3753	9.4056	0.5663	7.3248	0.5939	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	-16.9841	5.0178	-19.0062	3.5984	-21.0118	2.2045	-22.9804	0.7864	-24.8520	-0.7551	*	*	*	*	*	*	*	*	*	*	*	*	-33.2558	-15.6824	-32.9678	-18.8578	-33.2137	-21.3753	-34.1240	-23.2501	-35.0703	-25.0617	-36.2864	-26.6673
pl04	1.6370	26/05/2017 17:55:24	Mowie pugu teraz	u	58.8698	28.1098	27.6616	65.3589	-130.6333	131.6735	69.8728	-31.9842	27.9676	*	*	*	*	*	*	*	*	*	*	*	*	*	*	23.6890	-1.3446	21.5863	-1.4835	19.5365	-1.4901	17.5645	-0.9280	15.5787	-0.1932	13.5458	0.3749	11.4781	0.8196	9.3869	1.0556	7.2890	1.0822	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	-20.7694	1.7518	-23.5911	1.8376	-26.4267	1.7504	*	*	*	*	*	*	*	*	*	*	*	*	-33.1748	-15.7601	-32.3933	-19.3727	-32.5116	-21.9618	-33.7243	-23.5610	-34.8487	-25.2220	-36.2864	-26.6673
pl04	1.6557	26/05/2017 17:55:24	Mowie pugu teraz	u	59.4004	33.8491	33.6422	62.9611	-101.8437	103.9688	68.5775	-97.7140	94.2242	*	*	*	*	*	*	*	*	*	*	*	*	*	*	23.6563	-1.5012	21.5883	-1.4717	19.5498	-1.3931	17.5932	-0.6452	15.6047	0.1976	13.5581	0.7664	11.4766	1.2638	9.3627	1.6880	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	-19.8272	-0.0087	-22.8724	0.6005	*	*	*	*	*	*	*	*	*	*	*	*	*	*	-33.7396	-15.2172	-32.9607	-18.8641	-33.0377	-21.5223	-34.3596	-23.0668	-35.7065	-24.6015	-37.0994	-26.1214
pl04	1.6742	26/05/2017 17:55:24	Mowie pugu teraz	u	60.1265	34.1767	34.3330	61.3323	-57.5880	59.8415	66.0295	-149.7102	147.8201	*	*	*	*	*	*	*	*	*	*	*	*	*	*	23.2492	-3.4512	21.4486	-2.2813	19.6272	-0.8275	17.6728	0.1390	15.6511	0.8959	13.5828	1.5495	11.4741	1.9947	9.3365	2.3730	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	-34.5970	-17.3975	-34.2493	-20.5101	-34.0391	-23.3161	-34.7534	-25.2909	-35.8799	-26.9403
pl04	1.3321	26/05/2017 17:55:28	Mowie poko teraz	O	56.7083	3.1994	1.7594	70.4917	63.4426	62.3109	64.5036	90.1422	90.1180	*	*	*	*	*	*	*	*	*	*	*	*	24.6798	-5.9018	22.9657	-4.8092	21.1811	-3.8310	19.3084	-3.1564	17.3873	-2.6721	15.4399	-2.2822	13.4705	-2.0147	11.4868	-1.7693	9.4884	-1.5976	7.4798	-1.5228	5.4371	-1.2779	*	*	*	*	*	*	-4.5908	5.5423	-7.4863	7.2126	-10.1261	7.5651	-12.5976	7.2250	-14.8414	6.2275	-16.8605	4.7421	-18.7468	3.0702	-20.1398	0.5752	-21.3426	-2.0329	-22.5220	-4.4622	-23.5945	-6.8715	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	-39.2422	-24.6824
pl04	1.3507	26/05/2017 17:55:28	Mowie poko teraz	O	57.0289	19.8301	19.2451	71.8245	84.2564	83.2340	66.1094	89.0766	89.3055	*	*	*	*	*	*	*	*	*	*	*	*	24.7356	-5.6743	22.9430	-4.9179	21.1367	-4.0881	19.2945	-3.2576	17.3870	-2.6750	15.4404	-2.2738	13.4723	-1.9563	11.4867	-1.7404	9.4883	-1.5939	7.4794	-1.5176	5.4857	-1.7256	3.2765	-0.4393	0.6911	2.3165	-2.3334	6.0595	-5.0934	7.5325	-7.8278	8.3905	-10.5101	8.7353	-13.0453	8.4439	-15.4121	7.6284	-17.8566	6.9627	-19.8555	5.3275	-21.2284	2.6093	-22.4650	-0.1008	-23.6832	-2.6147	-24.8170	-5.0691	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl04	1.3693	26/05/2017 17:55:28	Mowie poko teraz	O	57.5110	22.6352	22.9070	73.6903	93.8494	93.8708	68.1163	77.4231	78.3755	*	*	*	*	*	*	*	*	*	*	*	*	25.1408	-4.0232	23.1949	-3.7117	21.2702	-3.3149	19.3725	-2.6883	17.4479	-2.0758	15.4905	-1.5202	13.4965	-1.1882	11.4841	-0.9664	9.4604	-0.8647	7.4344	-0.9036	5.1971	0.9374	2.7853	2.9772	-0.0810	6.6164	-3.0948	9.5881	-5.9214	10.8107	-8.5984	11.0479	-11.1489	10.6816	-13.6987	10.2232	-16.1838	9.5229	-18.8460	9.1683	-20.6630	6.9716	-22.0880	4.2155	-23.2259	1.2090	-24.1314	-1.9015	-25.3532	-4.2785	-26.7986	-6.1980	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	-38.5641	-22.5345	-39.0547	-24.8083
pl04	1.3879	26/05/2017 17:55:28	Mowie poko teraz	O	57.9291	12.9760	13.6813	75.5151	82.4635	83.7222	69.4405	48.7599	51.1494	*	*	*	*	*	*	*	*	*	*	*	*	25.6342	-2.0128	23.5152	-2.1768	21.4525	-2.2587	19.4801	-1.9019	17.5251	-1.3153	15.5442	-0.7127	13.5220	-0.3794	11.4813	-0.1169	9.4245	0.0740	7.2655	1.4038	4.7073	5.4573	1.7211	10.3784	-1.3195	13.5141	-4.2348	14.8710	-6.9390	14.8400	-9.5845	14.4482	-12.3608	14.3744	-14.8324	13.3099	-17.1525	11.9010	-19.3200	10.2247	-21.5756	8.8296	-23.1662	6.2301	-24.3786	3.1933	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl04	1.2513	26/05/2017 17:55:32	Mowie putu teraz	u	58.6071	40.0785	38.8397	74.1657	2.1248	2.3991	71.9079	82.9720	85.1736	*	*	*	*	*	*	30.9697	-5.2363	29.1353	-4.4506	27.2953	-3.6362	25.4416	-2.7974	23.5481	-2.0192	21.5879	-1.4743	19.5777	-1.1893	17.5544	-1.0266	15.5343	-0.8607	13.5108	-0.7355	11.4829	-0.6156	9.4316	-0.1119	7.3541	0.1929	5.2459	0.4865	3.0483	1.1482	0.7060	2.2336	-1.9696	4.3736	-4.9784	7.0771	-8.1174	9.3892	-11.2511	10.9931	-14.1282	11.3927	-16.5902	10.5206	-18.7468	8.9471	-20.7440	7.1365	-22.6695	5.3020	-24.7349	3.8067	*	*	*	*	*	*	*	*	*	*	*	*	*	*	-34.4503	-14.5341	-33.7610	-18.1468	-33.4130	-21.2088	-33.7433	-23.5462	-34.7588	-25.2870	-35.9096	-26.9203
pl04	1.2699	26/05/2017 17:55:32	Mowie putu teraz	u	59.5640	55.6693	55.1657	74.1769	-0.5165	0.4580	72.9747	44.9402	47.1048	*	*	*	*	33.9586	-3.1101	31.9704	-2.4538	29.9585	-1.8839	27.9292	-1.3941	25.8885	-0.9764	23.8379	-0.6309	21.7846	-0.3344	19.7291	-0.0835	17.6757	0.1679	15.6175	0.3906	13.5532	0.6100	11.4776	0.9599	9.3023	3.2682	6.9966	5.0761	4.5485	6.9228	1.9223	8.9794	-0.7681	10.4432	-3.5132	11.5273	-6.2155	11.9752	-8.8158	11.7974	-11.2828	11.0896	-13.7419	10.3408	-16.2639	9.7194	-18.3882	8.1477	-20.4348	6.5070	-22.4964	4.9786	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	-35.6504	-13.3804	-34.6849	-17.3187	-34.1300	-20.6098	-34.1987	-23.1920	-35.1428	-25.0092	-36.3382	-26.6325
pl04	1.2885	26/05/2017 17:55:32	Mowie putu teraz	u	60.7958	53.9574	54.4517	74.2650	-2.0787	1.8745	73.3002	5.1662	7.0855	*	*	*	*	*	*	32.4054	-1.2441	30.3583	-0.6373	28.2853	-0.1343	26.2005	0.2950	24.1055	0.6506	22.0182	1.0186	19.9338	1.4116	17.8365	1.7508	15.7318	2.1111	13.6174	2.6507	11.4679	3.8623	9.1627	6.9169	6.7079	9.0186	4.1266	10.8156	1.3937	12.6554	-1.2766	13.2749	-3.9390	13.5003	-6.5643	13.3562	-9.0997	12.7765	-11.6000	12.0561	-14.0113	11.0742	-16.2432	9.6687	-18.4335	8.2487	-20.5867	6.8163	-22.8514	5.6418	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	-35.4873	-13.5372	-34.5484	-17.4410	-34.0458	-20.6801	-34.6272	-22.8587	-35.9738	-24.4081	*	*
pl04	1.3315	26/05/2017 17:55:36	Mowie podo teraz	O	55.7658	20.1644	18.5275	72.4646	-1.7192	0.8813	66.9233	27.0596	28.3609	*	*	*	*	*	*	30.2933	-7.1172	28.4810	-6.4907	26.6718	-5.8418	24.8502	-5.2074	22.9999	-4.6458	21.1159	-4.2083	19.2032	-3.9248	17.2763	-3.7648	15.3480	-3.6654	13.4255	-3.4432	11.4911	-3.0327	9.5339	-2.7864	7.5658	-2.6980	*	*	*	*	*	*	*	*	-4.8201	6.4502	-8.0264	9.0752	-11.0208	10.2914	-13.5028	9.6896	-15.7569	8.4750	-17.8130	6.8655	-19.5730	4.7523	-21.0681	2.3099	-22.4837	-0.0686	-23.9253	-2.2294	-25.5146	-4.0406	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl04	1.3502	26/05/2017 17:55:36	Mowie podo teraz	O	56.4454	47.6967	46.6431	72.2452	-18.2574	17.5404	67.2138	0.5490	1.7453	*	*	*	*	*	*	30.9379	-5.3248	29.0211	-4.8066	27.0858	-4.3772	25.1150	-4.1285	23.1499	-3.9269	21.2023	-3.7080	19.2605	-3.5063	17.3267	-3.2688	15.3884	-3.0569	13.4465	-2.7742	11.4892	-2.4736	9.5086	-2.1260	7.5001	-1.8007	5.4727	-1.6062	*	*	*	*	*	*	-4.7973	6.3600	-8.0069	9.0080	-10.9899	10.1970	-13.4799	9.6274	-15.7669	8.4995	-17.8254	6.8931	-19.7780	5.1697	-21.5165	3.1476	-23.1181	1.0234	-24.7643	-0.8946	-26.4034	-2.7302	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl04	1.3687	26/05/2017 17:55:36	Mowie podo teraz	O	57.4743	58.3105	58.0258	71.8660	-25.9380	25.7492	67.1192	-14.6494	13.9828	*	*	*	*	*	*	*	*	29.4734	-3.3963	27.4696	-3.0196	25.4345	-2.8264	23.4051	-2.7043	21.4021	-2.5506	19.4258	-2.2986	17.4570	-1.9863	15.4791	-1.6921	13.4947	-1.2467	11.4837	-0.8294	9.4425	-0.3970	7.3595	0.1192	5.2379	0.5611	3.0410	1.1989	*	*	-2.1044	4.9986	-4.9348	6.9044	-7.8980	8.6325	-10.5870	8.9695	-13.0740	8.5222	-15.4589	7.7434	-17.4947	6.1560	-19.3101	4.2171	-20.9974	2.1778	-22.5187	-0.0083	-24.0867	-1.9727	-25.7674	-3.6678	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	-42.0439	-22.8010
