it02	1.8204	12/12/2016 14:42:09	Dico pugu lentamente	u	47.3560	10.4912	10.2020	74.2631	56.2078	54.9002	72.3479	15.5184	15.9985	39.0757	-19.7906	*	*	*	*	*	*	*	*	28.9845	-17.9048	26.8729	-18.1984	24.9289	-18.0399	22.9878	-17.9870	21.0494	-18.0830	19.1343	-18.2331	17.2627	-18.1231	15.4024	-17.4718	13.4359	-13.6773	11.1836	-10.2054	8.5535	-5.8143	5.8960	-3.8988	2.8544	-0.8613	-0.3020	1.3998	-3.4569	2.7522	-6.5671	3.3825	-9.8863	4.2496	-13.4817	5.4007	-17.4925	7.0251	-21.0902	7.2450	-24.5385	6.8891	-27.4045	5.3450	-30.0970	3.5121	-32.6672	1.5175	-34.7456	-1.0994	-35.2404	-5.5218	-35.4664	-9.8756	-35.5556	-14.0201	-35.4949	-17.9879	-34.8163	-22.2037	-34.1504	-26.0749	-35.6984	-28.0085	-37.6841	-29.6522	-40.0375	-31.1317	-43.4967	-32.0885	-47.4308	-33.0249	-50.7687	-34.5098
it02	1.8353	12/12/2016 14:42:09	Dico pugu lentamente	u	47.4959	14.0540	13.8481	75.2751	71.6095	70.8353	72.5546	7.4645	8.1129	39.5481	-18.9210	*	*	*	*	*	*	*	*	29.2184	-17.1463	27.0622	-17.4853	25.0005	-17.7192	23.0166	-17.8291	21.0763	-17.8927	19.1533	-18.0448	17.2733	-17.9489	15.4047	-17.3654	13.4325	-13.4954	11.1244	-9.1899	8.4358	-4.6159	5.6532	-2.1450	2.6784	0.1208	-0.2988	1.3852	-3.3594	2.3809	-6.7405	3.9503	-10.5203	6.0642	-14.1825	7.1767	-17.7966	7.7144	-21.2054	7.4804	-24.6627	7.1192	-27.6896	5.8264	-30.3004	3.8263	-32.4955	1.2740	-34.3412	-1.6272	-35.4077	-5.3205	-35.9072	-9.3862	-36.2615	-13.2963	-36.5403	-16.9978	-35.7328	-21.4023	-35.4405	-25.0342	-35.5573	-28.1133	-37.0355	-30.0954	-38.7199	-31.9571	-41.1339	-33.4413	-44.1307	-34.7441	*	*
it02	1.8502	12/12/2016 14:42:09	Dico pugu lentamente	u	47.7068	16.5439	16.4165	76.4590	80.4396	80.0142	72.7400	-4.8056	3.8357	40.6819	-16.8340	*	*	*	*	*	*	*	*	29.2550	-17.0277	27.1307	-17.2269	25.0495	-17.4996	23.0655	-17.5603	21.1080	-17.6682	19.1796	-17.7841	17.2922	-17.6393	15.4174	-16.7664	13.4304	-13.3822	11.1135	-9.0026	8.4556	-4.8180	5.6398	-2.0488	2.6842	0.0882	-0.5598	2.5687	-3.7576	3.8974	-7.3692	6.0087	-10.9816	7.3843	-14.7547	8.6269	-18.2459	8.7327	-21.6825	8.4550	-24.9435	7.6393	-27.8379	6.0769	-30.6239	4.3262	-33.2131	2.2919	-35.3184	-0.3519	-35.9818	-4.6299	-36.3791	-8.8622	-36.7711	-12.7738	-36.1253	-17.3908	-34.9683	-22.0708	-33.9086	-26.2699	-34.9681	-28.5512	-37.2294	-29.9629	-39.9020	-31.2165	-42.0277	-32.9296	-43.2686	-35.1932	*	*
it02	1.8651	12/12/2016 14:42:09	Dico pugu lentamente	u	47.9877	18.5458	18.4113	77.7261	84.0286	83.9523	72.6433	-22.7216	21.3440	39.4676	-19.0693	*	*	*	*	*	*	*	*	29.3349	-16.7688	27.1716	-17.0728	25.0617	-17.4452	23.1087	-17.3226	21.1586	-17.3104	19.2156	-17.4276	17.3057	-17.4180	15.4188	-16.7017	13.4249	-13.0823	11.0831	-8.4801	8.2821	-3.0509	5.3474	0.0625	2.3387	2.0165	-0.7932	3.6275	-3.9608	4.6717	-7.6974	7.0832	-11.3258	8.3697	-15.1177	9.5466	-18.6215	9.5838	-22.1385	9.3864	-25.6556	8.9586	-28.8547	7.7939	-31.6015	5.8369	-33.3009	2.4163	-34.5769	-1.3196	-35.7638	-4.8922	-37.1766	-7.9767	-37.4860	-12.0408	-36.3521	-17.1761	-34.9305	-22.1039	-34.4123	-25.8636	-35.1696	-28.4014	-37.0327	-30.0973	-39.0287	-31.7637	-40.9972	-33.5196	-42.6518	-35.5145	-43.9728	-37.7140
it02	1.8800	12/12/2016 14:42:09	Dico pugu lentamente	u	48.2633	20.0653	19.9699	78.9077	84.1904	84.1522	72.1575	-40.1192	38.8908	39.7366	-18.5740	*	*	*	*	*	*	*	*	29.3899	-16.5901	27.3548	-16.3826	25.3355	-16.2189	23.3238	-16.1410	21.2270	-16.8261	19.2225	-17.3595	17.3123	-17.3106	15.4180	-16.7363	13.4248	-13.0777	11.0728	-8.3043	8.2202	-2.4206	5.2370	0.8600	2.1751	2.9293	-1.0956	4.9985	-4.3050	5.9828	-8.0446	8.2199	-11.5615	9.0443	-15.3225	10.0658	-18.7716	9.9240	-22.1004	9.3085	-25.4480	8.5739	-28.7458	7.6100	-31.8331	6.1948	-34.5639	4.2079	-35.7652	0.2314	-36.0284	-4.5738	-35.9629	-9.3243	-35.3652	-14.2153	-34.7035	-18.7373	-34.2927	-22.6615	-34.6681	-25.6573	-35.5185	-28.1421	-36.1828	-30.6780	-38.0750	-32.3612	-40.1943	-33.9792	-42.1038	-35.8000	*	*
it02	1.8949	12/12/2016 14:42:09	Dico pugu lentamente	u	48.6184	21.4727	21.4528	80.1644	84.1013	84.1913	71.4064	-59.5706	58.2730	38.6027	-20.6614	*	*	*	*	*	*	*	*	28.9700	-17.9520	27.0554	-17.5107	25.1180	-17.1928	23.1674	-17.0003	21.2189	-16.8835	19.2694	-16.8948	17.3375	-16.8962	15.4209	-16.6031	13.4543	-14.6697	11.1043	-8.8448	8.2035	-2.2514	4.9415	2.9932	1.7607	5.2416	-1.3701	6.2436	-4.5885	7.0628	-8.2051	8.7454	-12.0244	10.3690	-16.2387	12.3875	-19.8447	12.3561	-23.1570	11.4670	-26.2345	10.0311	-29.0437	8.1130	-31.1604	5.1552	-32.7379	1.6178	-33.9847	-2.0926	-35.6269	-5.0568	-36.6153	-8.6000	-35.7101	-13.8616	-33.9822	-19.4205	-32.6346	-24.1114	-33.1662	-26.8689	-34.6103	-28.8171	-36.5958	-30.3958	-38.6736	-31.9861	-40.6868	-33.6973	-42.5081	-35.5894	-43.8968	-37.7499
it02	1.9098	12/12/2016 14:42:09	Dico pugu lentamente	u	48.8999	19.3863	19.7196	81.3309	81.2664	81.5468	70.3480	-74.2426	73.6637	38.5082	-20.8353	*	*	*	*	*	*	*	*	*	*	27.1143	-17.2888	25.1747	-16.9389	23.2170	-16.7277	21.2680	-16.5356	19.3155	-16.4383	17.3768	-16.2521	15.4288	-16.2303	13.4533	-14.6158	11.1379	-9.4217	8.2069	-2.2859	4.8436	3.7006	1.3507	7.5298	-1.9448	8.8501	-5.2542	9.5983	-8.5174	9.7679	-12.2707	11.0739	-16.1459	12.1525	-19.8216	12.3035	-23.1165	11.3843	-26.4088	10.3540	-29.4875	8.8624	-31.6513	5.9138	-33.5384	2.7532	-34.2723	-1.7171	-35.6652	-5.0108	-35.3043	-10.0556	-34.3645	-15.2414	-32.6378	-20.6937	-32.1566	-24.5294	-32.9107	-27.0750	-34.1836	-29.1342	-36.3125	-30.5894	-38.5379	-32.0712	-40.7213	-33.6775	-42.0205	-35.8434	*	*
it02	0.9389	12/12/2016 14:42:18	Dico butu lentamente	u	56.0219	66.8552	65.4003	77.0165	46.0648	45.6043	70.5627	-1.7607	1.5135	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	22.3707	-8.7281	19.9718	-9.9363	17.8165	-9.0415	15.6219	-7.1186	13.2854	-5.5445	10.8115	-3.8204	8.2709	-2.9376	5.6854	-2.3783	2.8689	-0.9424	-0.1127	0.5412	-3.6751	3.5832	-7.2172	5.5112	-10.9010	7.1537	-14.6790	8.4351	-18.5253	9.3659	-22.1380	9.3855	-24.9006	7.5599	-27.3273	5.2146	-29.2959	2.2742	-31.1687	-0.6081	-32.9202	-3.4820	-35.1511	-5.6293	-35.7222	-9.5916	-35.4856	-14.0918	-32.8748	-20.4693	-31.5162	-25.0894	-30.7921	-28.7840	-32.2481	-30.5725	-34.0950	-32.1045	-36.6230	-33.2709	-41.4013	-33.2882	*	*	-48.8747	-35.4028
it02	0.9538	12/12/2016 14:42:18	Dico butu lentamente	u	57.1904	88.8736	87.4264	77.7989	51.7241	51.4575	70.6069	-5.3525	5.1503	48.3935	-2.6386	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	22.5271	-7.6209	20.0468	-9.1941	17.7984	-9.3384	15.6366	-6.4262	13.2479	-3.5171	10.6844	-1.6381	8.1563	-1.7704	5.4408	-0.6118	2.4956	1.1409	-0.7898	3.6119	-4.0317	4.9416	-7.5834	6.7099	-11.0487	7.5766	-14.8840	8.9544	-18.4503	9.1959	-21.9822	9.0671	-24.9459	7.6438	-27.7076	5.8567	-30.3738	3.9397	-32.8383	1.7602	-34.7548	-1.0874	-35.3540	-5.3851	-35.1161	-10.2645	-34.2542	-15.3544	-32.4358	-20.8850	-31.1416	-25.4170	-30.6212	-28.9218	-32.8633	-30.1153	-35.7273	-30.9892	-38.7925	-31.9116	-42.1431	-32.8635	*	*	-48.3639	-35.6436
it02	0.9687	12/12/2016 14:42:18	Dico butu lentamente	u	58.6966	107.1939	106.2603	78.7241	53.5755	53.6356	70.4948	-10.9241	10.3455	48.3794	-2.6645	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	22.9591	-4.5621	20.3568	-6.1222	18.0011	-6.0139	15.6757	-4.5812	13.2243	-2.2448	10.6350	-0.7905	8.0329	-0.5145	5.4876	-0.9495	2.6964	0.0206	-0.4148	1.9114	-4.0973	5.1916	-7.8899	7.7135	-11.7362	9.5443	-15.4261	10.3283	-18.9705	10.3747	-22.2610	9.6366	-24.9919	7.7290	-27.9263	6.2261	-30.8543	4.6822	-33.3898	2.5425	-35.1720	-0.5429	-36.4713	-4.0410	-35.9724	-9.3138	-35.0302	-14.5587	-32.1365	-21.1685	-31.1546	-25.4056	-30.6260	-28.9180	-33.3868	-29.7263	-36.3606	-30.5565	-39.9253	-31.2019	-43.3891	-32.1501	-47.0389	-33.2290	-49.7365	-34.9965
